Source,Target,Weight,Type
29,96,7457.0,directed
146,88,853.64,directed
146,88,853.64,directed
53,90,17459145.741,directed
147,90,8728781.751,directed
128,90,30281317.269,directed
61,90,2047445.663,directed
69,90,22099546.24,directed
90,38,848715.734,directed
90,9,5123332.482,directed
90,117,2366367.401,directed
90,114,18490.892,directed
90,98,10667.401,directed
90,101,2866.932,directed
90,110,2759.93,directed
90,24,13202.8,directed
90,53,6302761.543,directed
90,147,231302.36,directed
90,76,28463651.586,directed
90,133,174.538,directed
90,71,4084804.329,directed
90,112,4565398.036,directed
90,61,3168549.366,directed
90,29,44867361.618,directed
90,140,28549035.305,directed
90,64,25508.792,directed
90,128,47522827.86,directed
90,8,1067.398,directed
90,150,4906728.332,directed
90,150,2.193,directed
69,90,22112417.725,directed
8,90,7334.085,directed
8,90,635.439,directed
76,90,23700645.267,directed
140,90,2296967.9,directed
101,90,11476.062,directed
64,90,78.06,directed
135,90,1564.26,directed
150,90,315.308,directed
15,90,1555405.495,directed
26,90,47241.785,directed
9,90,838764.902,directed
138,90,2344296.077,directed
39,90,147.129,directed
112,90,2717600.947,directed
38,90,17866043.605,directed
67,90,4634857.178,directed
49,90,2244044.655,directed
90,90,1701.083,directed
145,90,1576.758,directed
142,90,73.236,directed
145,90,1576.758,directed
90,90,1701.083,directed
49,90,2244044.655,directed
67,90,4636175.199,directed
38,90,17866043.605,directed
39,90,147.129,directed
9,90,838764.902,directed
138,90,2344296.077,directed
133,100,208439.424,directed
19,100,241.078,directed
53,100,11.609,directed
29,100,1942.562,directed
133,100,208439.424,directed
19,100,241.078,directed
53,100,11.609,directed
29,100,1942.562,directed
133,100,208439.424,directed
19,100,241.078,directed
53,100,11.609,directed
29,100,1942.562,directed
133,100,208439.424,directed
133,100,77.414,directed
133,100,77.414,directed
133,100,77.414,directed
133,100,77.414,directed
62,97,377.0,directed
62,97,377.0,directed
69,116,1.53,directed
69,116,1.53,directed
15,116,8.78,directed
116,97,119.0,directed
116,97,119.0,directed
116,97,119.0,directed
116,97,119.0,directed
113,101,1105.0,directed
113,73,16.0,directed
113,38,95.0,directed
113,22,13.0,directed
113,68,30798.0,directed
113,71,755947.0,directed
113,147,43613.0,directed
113,129,38.0,directed
113,116,114.0,directed
113,61,5685.0,directed
113,53,1769.0,directed
113,142,90.0,directed
113,67,11.0,directed
113,138,2625.0,directed
113,15,714.0,directed
113,114,2669.0,directed
113,49,1403.0,directed
113,135,5351.0,directed
113,69,2811.0,directed
113,9,715.0,directed
113,39,286.0,directed
113,56,220.0,directed
113,84,143.0,directed
113,97,585.0,directed
113,62,141.0,directed
113,76,3862.0,directed
113,145,44.0,directed
76,113,16311.0,directed
138,113,11774.0,directed
38,113,191711.0,directed
49,113,27596.0,directed
135,113,2468.0,directed
53,113,17139.0,directed
128,113,223.0,directed
62,113,64.0,directed
15,113,92.0,directed
101,113,87.0,directed
29,113,340412.0,directed
71,113,154851.0,directed
76,101,388416.557,directed
26,101,39567.944,directed
61,101,24960.005,directed
71,101,1890456.536,directed
142,101,8903.166,directed
29,101,2007941.778,directed
8,101,2234.982,directed
50,101,4312.099,directed
109,101,2277.152,directed
146,101,213.01,directed
96,101,474.677,directed
13,101,124.346,directed
111,101,208.685,directed
12,101,68.12,directed
20,101,311.405,directed
59,101,110.289,directed
64,101,181.653,directed
115,101,164.353,directed
123,101,95.152,directed
28,101,9.731,directed
133,101,21.625,directed
37,101,78.933,directed
93,101,148.134,directed
103,48,57161.733,directed
90,150,4906726.139,directed
90,64,25508.792,directed
90,123,5693.3,directed
90,26,89439.085,directed
90,69,2343133.955,directed
90,142,31.136,directed
90,15,880802.574,directed
111,41,94.25,directed
123,107,325.098,directed
147,107,18569.571,directed
142,107,1100.13,directed
29,107,3256.177,directed
146,107,9035.111,directed
114,29,914147.742,directed
114,29,914147.742,directed
114,29,914147.742,directed
114,29,914147.742,directed
114,29,914147.742,directed
114,29,914147.742,directed
62,97,377.0,directed
62,97,377.0,directed
62,97,377.0,directed
62,97,377.0,directed
62,97,377.0,directed
62,97,377.0,directed
116,97,119.0,directed
116,97,119.0,directed
116,97,119.0,directed
116,97,119.0,directed
68,114,122.183,directed
68,114,122.183,directed
68,114,280.049,directed
68,114,280.049,directed
68,114,280.049,directed
68,114,280.049,directed
68,114,122.183,directed
68,114,122.183,directed
76,114,6856.324,directed
90,114,552.528,directed
90,114,552.528,directed
76,114,6488.693,directed
76,114,367.631,directed
68,114,157.865,directed
76,114,243.285,directed
113,114,195.71,directed
113,114,195.71,directed
68,114,157.865,directed
76,114,243.285,directed
76,114,367.631,directed
76,114,6731.978,directed
90,114,552.528,directed
113,114,195.71,directed
113,114,195.71,directed
90,114,552.528,directed
76,114,7099.61,directed
147,114,1679.21,directed
69,114,2124.693,directed
147,114,30210.645,directed
90,114,552.528,directed
68,114,157.865,directed
147,114,174.084,directed
69,114,19881.286,directed
147,114,174.084,directed
68,114,157.865,directed
147,114,31889.855,directed
90,114,552.528,directed
69,114,2124.693,directed
69,114,19881.286,directed
69,114,22005.979,directed
147,114,32063.94,directed
90,114,552.528,directed
90,114,552.528,directed
147,114,30384.729,directed
64,90,164.67,directed
76,90,24826972.598,directed
147,90,8831556.292,directed
140,90,8605007.888,directed
53,90,17596558.309,directed
128,90,36119229.224,directed
71,90,72289910.622,directed
29,90,1082493121.851,directed
114,71,114.614,directed
114,147,10812.686,directed
114,128,3160.548,directed
114,128,3160.548,directed
114,147,10812.686,directed
114,71,114.614,directed
114,53,323.299,directed
114,53,323.299,directed
114,122,47.576,directed
114,122,47.576,directed
114,128,3160.548,directed
114,122,47.576,directed
114,53,323.299,directed
114,71,114.614,directed
114,147,10812.686,directed
114,71,114.614,directed
114,128,3160.548,directed
114,147,10812.686,directed
114,122,47.576,directed
114,53,323.299,directed
114,128,3160.548,directed
114,122,47.576,directed
114,122,47.576,directed
114,128,3160.548,directed
114,128,3160.548,directed
114,122,47.576,directed
114,128,3160.548,directed
114,122,47.576,directed
114,29,914147.742,directed
114,29,914147.742,directed
113,114,537.391,directed
113,114,537.391,directed
113,114,537.391,directed
113,114,537.391,directed
113,114,99.477,directed
113,114,99.477,directed
113,114,99.477,directed
113,114,99.477,directed
71,114,187599.024,directed
71,114,187599.024,directed
71,114,616851.854,directed
71,114,616851.854,directed
29,114,340.6,directed
29,114,340.6,directed
135,114,84298.945,directed
135,114,84298.945,directed
71,114,1702.998,directed
71,114,615148.856,directed
101,114,31.357,directed
101,114,1968.99,directed
53,114,1696.51,directed
53,114,1047.749,directed
101,114,31.357,directed
101,114,1968.99,directed
53,114,1047.749,directed
112,90,2759876.964,directed
26,90,47241.785,directed
15,90,1557662.204,directed
142,90,14543.844,directed
135,90,4853.284,directed
101,90,100850.463,directed
150,90,506983771.907,directed
61,90,13100730.584,directed
114,147,10812.686,directed
114,147,10812.686,directed
114,147,10812.686,directed
114,147,10812.686,directed
71,114,185896.026,directed
71,114,1702.998,directed
71,114,185896.026,directed
71,114,1702.998,directed
53,114,622.811,directed
53,114,622.811,directed
53,114,1047.749,directed
53,114,1047.749,directed
101,114,31.357,directed
101,114,1968.99,directed
147,113,38367.0,directed
101,114,509.278,directed
101,114,509.278,directed
101,114,509.278,directed
101,114,509.278,directed
101,114,2509.624,directed
101,114,2509.624,directed
101,114,2509.624,directed
101,114,2509.624,directed
53,114,80.014,directed
53,114,80.014,directed
53,114,80.014,directed
53,114,80.014,directed
113,114,242.204,directed
113,114,242.204,directed
113,114,242.204,directed
113,114,242.204,directed
147,114,1679.21,directed
147,114,1679.21,directed
147,114,31889.855,directed
147,114,174.084,directed
147,114,32063.94,directed
147,114,30384.729,directed
147,114,174.084,directed
147,114,30210.645,directed
69,114,2124.693,directed
69,114,19881.286,directed
69,114,22005.979,directed
69,114,19881.286,directed
69,114,2124.693,directed
147,114,1679.21,directed
114,135,13405.568,directed
114,135,13405.568,directed
114,135,13405.568,directed
114,135,13405.568,directed
101,114,31.357,directed
101,114,1968.99,directed
53,114,1073.7,directed
53,114,1073.7,directed
135,114,84277.32,directed
135,114,84277.32,directed
135,114,21.625,directed
135,114,21.625,directed
29,114,291.943,directed
29,114,291.943,directed
135,114,81636.862,directed
135,114,81636.862,directed
135,114,81636.862,directed
135,114,81636.862,directed
29,114,291.943,directed
29,114,291.943,directed
29,114,340.6,directed
29,114,340.6,directed
76,114,367.631,directed
135,114,284.374,directed
135,114,284.374,directed
135,114,284.374,directed
135,114,284.374,directed
15,114,773.107,directed
15,114,773.107,directed
15,114,773.107,directed
15,114,773.107,directed
53,114,1073.7,directed
53,114,1073.7,directed
9,114,134.077,directed
9,114,134.077,directed
9,114,134.077,directed
9,114,134.077,directed
53,114,2824.274,directed
53,114,2824.274,directed
53,114,1750.574,directed
53,114,1750.574,directed
29,114,48.657,directed
29,114,48.657,directed
15,114,773.107,directed
15,114,773.107,directed
15,114,773.107,directed
15,114,773.107,directed
45,114,8612.305,directed
45,114,8612.305,directed
45,114,8612.305,directed
45,114,8612.305,directed
114,27,2395.01,directed
114,27,2395.01,directed
114,27,2395.01,directed
114,135,13405.568,directed
114,135,13405.568,directed
114,135,13405.568,directed
114,135,13405.568,directed
114,27,2395.01,directed
114,53,323.299,directed
114,27,2395.01,directed
114,53,323.299,directed
114,27,2395.01,directed
114,27,2395.01,directed
114,53,323.299,directed
45,114,8612.305,directed
41,114,150.296,directed
135,114,2356.084,directed
135,114,2356.084,directed
114,53,323.299,directed
114,27,2395.01,directed
41,114,150.296,directed
9,114,134.077,directed
41,114,150.296,directed
9,114,134.077,directed
38,114,10.813,directed
38,114,10.813,directed
38,114,10.813,directed
38,114,10.813,directed
103,48,57161.733,directed
29,103,9067.863,directed
71,103,6630.695,directed
69,114,2124.693,directed
71,114,429252.829,directed
114,71,114.614,directed
114,71,114.614,directed
114,71,114.614,directed
114,71,114.614,directed
128,101,1057270.94,directed
128,69,41887312.513,directed
128,20,159389.064,directed
128,15,94232.27,directed
128,115,12718.333,directed
128,68,6115819.966,directed
128,86,188794.393,directed
128,9,5395645.547,directed
128,67,481236.391,directed
128,58,161.576,directed
128,49,46980.62,directed
128,147,476108.403,directed
128,24,1993.266,directed
128,53,65609847.929,directed
128,13,950.841,directed
128,146,6371.452,directed
128,103,786.287,directed
128,21,889.04,directed
128,71,58830320.978,directed
128,76,423482964.416,directed
128,8,2515.968,directed
128,61,9802924.467,directed
128,150,142164.475,directed
128,29,153602586.677,directed
128,112,21935457.302,directed
128,140,3651025.415,directed
128,64,1529036.896,directed
128,90,26507799.803,directed
128,62,752.035,directed
128,142,76537.845,directed
128,26,8002.103,directed
150,128,5287.33,directed
26,128,597.161,directed
113,128,48947.081,directed
142,128,326.13,directed
138,128,424650.566,directed
112,128,382751.77,directed
9,128,3986.532,directed
146,128,132231.651,directed
38,128,49562.856,directed
68,128,18471.777,directed
62,128,3685.718,directed
49,128,9676279.471,directed
20,128,2632.124,directed
67,128,100675.948,directed
129,128,681543.627,directed
145,128,15802.423,directed
6,128,1033.49,directed
52,128,3644.766,directed
14,128,16205.246,directed
15,128,136306.045,directed
61,128,747726.466,directed
140,128,304767.932,directed
8,128,3848.783,directed
64,128,7959813.758,directed
76,128,102310271.734,directed
101,128,168610.805,directed
69,128,27146460.287,directed
41,114,150.296,directed
9,114,134.077,directed
41,114,150.296,directed
9,114,134.077,directed
130,53,29.487,directed
130,53,29.487,directed
130,53,107.684,directed
130,53,107.684,directed
135,114,21.625,directed
135,114,2377.71,directed
135,114,21.625,directed
135,114,2377.71,directed
38,114,10.813,directed
38,114,10.813,directed
38,114,10.813,directed
38,114,10.813,directed
130,53,137.172,directed
130,53,137.172,directed
130,69,29.759,directed
130,69,29.759,directed
130,69,29.759,directed
130,69,29.759,directed
38,130,123.576,directed
53,130,2150133.637,directed
9,130,1880.067,directed
9,130,1880.067,directed
53,130,2150133.637,directed
38,130,123.576,directed
53,130,281.405,directed
53,130,281.405,directed
38,130,123.576,directed
9,130,1880.067,directed
53,130,2150415.042,directed
38,130,123.576,directed
53,130,2150415.042,directed
9,130,1880.067,directed
69,130,3013.561,directed
69,130,3013.561,directed
38,130,123.576,directed
9,130,1880.067,directed
9,130,1880.067,directed
38,130,123.576,directed
9,130,1880.067,directed
38,130,123.576,directed
69,130,3013.561,directed
9,130,1880.067,directed
38,130,123.576,directed
69,130,3013.561,directed
103,130,808.859,directed
71,130,2998.451,directed
71,130,2998.451,directed
103,130,808.859,directed
85,130,26.535,directed
101,130,2124.437,directed
85,130,26.535,directed
101,130,2124.437,directed
85,130,26.535,directed
101,130,2124.437,directed
71,130,2998.451,directed
103,130,808.859,directed
103,130,808.859,directed
85,130,26.535,directed
71,130,2998.451,directed
101,130,2124.437,directed
29,130,2535.348,directed
101,130,2124.437,directed
39,130,3664.072,directed
85,130,26.535,directed
71,130,2998.451,directed
103,130,808.859,directed
85,130,26.535,directed
39,130,3664.072,directed
29,130,7.668,directed
101,130,2124.437,directed
29,130,2527.68,directed
71,130,2998.451,directed
103,130,808.859,directed
101,130,2124.437,directed
39,130,3664.072,directed
85,130,26.535,directed
85,130,26.535,directed
39,130,3664.072,directed
101,130,2124.437,directed
71,130,2998.451,directed
103,130,808.859,directed
29,130,2527.68,directed
29,130,2527.68,directed
39,130,3664.072,directed
15,130,5620.008,directed
62,130,41435.807,directed
69,130,3013.561,directed
69,130,3013.561,directed
62,130,41435.807,directed
15,130,5620.008,directed
39,130,3664.072,directed
53,130,753.761,directed
53,130,753.761,directed
62,130,41435.807,directed
15,130,5620.008,directed
39,130,3664.072,directed
53,130,753.761,directed
69,130,3013.561,directed
29,130,2527.68,directed
39,130,3664.072,directed
29,130,2527.68,directed
15,130,5620.008,directed
62,130,41435.807,directed
53,130,753.761,directed
69,130,3013.561,directed
62,130,41435.807,directed
53,130,2151168.803,directed
135,130,411.703,directed
15,130,5620.008,directed
15,130,5620.008,directed
135,130,411.703,directed
53,130,2151168.803,directed
62,130,41435.807,directed
53,130,1035.166,directed
53,130,1035.166,directed
15,130,5620.008,directed
62,130,41435.807,directed
135,130,411.703,directed
53,130,2150133.637,directed
53,130,2150133.637,directed
41,114,150.296,directed
45,114,8612.305,directed
41,114,150.296,directed
45,114,8612.305,directed
41,114,150.296,directed
45,114,8612.305,directed
26,104,128.712,directed
133,104,14.074,directed
29,104,46958.438,directed
53,104,36.869,directed
100,82,44.997,directed
100,84,415.799,directed
100,53,397.0,directed
53,100,11.609,directed
29,100,1942.562,directed
71,130,2998.451,directed
103,130,808.859,directed
29,130,7.668,directed
29,130,7.668,directed
29,130,2527.68,directed
29,130,2527.68,directed
129,129,3893.648,directed
129,129,3893.648,directed
129,129,3893.648,directed
129,129,3893.648,directed
130,129,703.906,directed
135,129,37.844,directed
135,129,37.844,directed
130,129,703.906,directed
130,129,703.906,directed
135,129,37.844,directed
130,129,703.906,directed
135,129,37.844,directed
129,129,3893.648,directed
135,129,145.971,directed
135,129,145.971,directed
129,129,3893.648,directed
129,129,3893.648,directed
135,129,37.844,directed
135,129,37.844,directed
129,129,3893.648,directed
135,129,108.127,directed
135,129,108.127,directed
135,129,108.127,directed
135,129,108.127,directed
135,129,108.127,directed
135,129,108.127,directed
129,80,150242.275,directed
129,80,150242.275,directed
129,80,8364.694,directed
129,80,8364.694,directed
129,116,1257.515,directed
129,116,1257.515,directed
129,80,158606.969,directed
129,116,1257.515,directed
129,80,158606.969,directed
129,116,1257.515,directed
29,129,2536.656,directed
29,129,2536.656,directed
29,129,2536.656,directed
29,129,2536.656,directed
147,129,1425.112,directed
147,129,1425.112,directed
76,129,661.736,directed
147,129,4541.328,directed
76,129,661.736,directed
147,129,4541.328,directed
76,129,206162.244,directed
147,129,5966.44,directed
76,129,206162.244,directed
147,129,5966.44,directed
116,129,63.795,directed
29,129,4.325,directed
29,129,4.325,directed
116,129,63.795,directed
29,129,4.325,directed
116,129,63.795,directed
29,129,4.325,directed
116,129,63.795,directed
129,129,3893.648,directed
129,129,3893.648,directed
129,129,3893.648,directed
129,129,3893.648,directed
76,129,560.097,directed
76,129,560.097,directed
129,129,3893.648,directed
1,129,50.82,directed
1,129,50.82,directed
129,129,3893.648,directed
76,129,560.097,directed
129,129,3893.648,directed
129,129,3893.648,directed
76,129,560.097,directed
1,129,50.82,directed
1,129,50.82,directed
130,129,703.906,directed
113,129,10968.389,directed
113,129,10968.389,directed
130,129,703.906,directed
113,129,10968.389,directed
130,129,703.906,directed
130,129,703.906,directed
113,129,10968.389,directed
76,129,205500.508,directed
76,129,205500.508,directed
129,128,754498.43,directed
129,128,754498.43,directed
129,135,895.29,directed
129,135,895.29,directed
129,128,754498.43,directed
129,135,895.29,directed
129,128,754498.43,directed
129,135,895.29,directed
76,129,101.639,directed
76,129,101.639,directed
76,129,101.639,directed
135,130,411.703,directed
62,130,41435.807,directed
15,130,5620.008,directed
129,26,2152.806,directed
129,71,140427.599,directed
129,61,79154.269,directed
129,29,165137.831,directed
129,69,303.836,directed
129,53,67867.987,directed
129,38,2242.551,directed
129,38,2242.551,directed
129,53,67867.987,directed
129,69,303.836,directed
129,26,2152.806,directed
129,71,140427.599,directed
129,61,79154.269,directed
129,29,165137.831,directed
129,69,303.836,directed
129,53,67848.525,directed
129,38,2242.551,directed
129,53,67848.525,directed
129,69,303.836,directed
129,38,2242.551,directed
129,53,19.463,directed
129,61,79154.269,directed
129,71,140427.599,directed
129,29,165137.831,directed
147,128,2869512.456,directed
71,128,410925219.594,directed
90,128,51463510.963,directed
53,128,69196895.98,directed
135,128,98265.711,directed
29,128,206892846.739,directed
39,128,4033.441,directed
40,128,18187.343,directed
130,128,5735.573,directed
102,128,47.654,directed
135,130,411.703,directed
135,130,411.703,directed
29,130,7.668,directed
29,130,7.668,directed
135,130,411.703,directed
29,130,7.668,directed
135,130,411.703,directed
29,130,7.668,directed
71,129,54623.528,directed
76,129,101.639,directed
29,129,2536.656,directed
29,129,5599.89,directed
29,129,105274.475,directed
29,129,105274.475,directed
29,129,107811.132,directed
29,129,110892.747,directed
129,113,15.138,directed
129,113,15.138,directed
129,101,892.047,directed
129,113,938.541,directed
129,113,938.541,directed
129,101,892.047,directed
129,113,953.679,directed
129,101,892.047,directed
129,101,892.047,directed
129,113,953.679,directed
38,129,897.453,directed
38,129,897.453,directed
38,129,1305.091,directed
53,114,1696.51,directed
71,114,1702.998,directed
71,114,615148.856,directed
76,114,367.631,directed
76,114,6488.693,directed
71,114,429252.829,directed
76,114,243.285,directed
29,114,48.657,directed
76,114,6731.978,directed
76,114,243.285,directed
76,114,6856.324,directed
71,114,429252.829,directed
29,114,48.657,directed
76,114,7099.61,directed
147,129,1425.112,directed
147,129,1425.112,directed
147,129,4541.328,directed
147,129,4541.328,directed
147,129,5966.44,directed
147,129,5966.44,directed
38,129,1305.091,directed
38,129,2202.544,directed
38,129,2202.544,directed
29,129,3081.616,directed
38,129,2202.544,directed
38,129,2202.544,directed
29,129,3063.234,directed
38,129,1305.091,directed
38,129,1305.091,directed
29,129,18.382,directed
38,129,897.453,directed
29,129,18.382,directed
38,129,897.453,directed
116,129,63.795,directed
116,129,63.795,directed
116,129,63.795,directed
116,129,63.795,directed
29,129,15.138,directed
29,129,15.138,directed
29,129,15.138,directed
29,129,15.138,directed
29,129,3053.503,directed
29,129,3053.503,directed
71,129,54623.528,directed
71,129,54623.528,directed
29,129,3053.503,directed
29,129,3053.503,directed
71,129,54623.528,directed
71,129,54623.528,directed
71,129,54623.528,directed
71,129,54623.528,directed
71,129,54623.528,directed
76,129,205500.508,directed
76,129,205500.508,directed
29,129,102220.973,directed
29,129,102220.973,directed
113,129,10968.389,directed
29,129,2961.595,directed
29,129,2961.595,directed
113,129,10968.389,directed
113,129,10968.389,directed
29,129,6.488,directed
29,129,6.488,directed
29,129,6.488,directed
29,129,6.488,directed
53,129,3249.212,directed
53,129,3249.212,directed
53,129,905767.91,directed
53,129,905767.91,directed
53,129,909017.122,directed
53,129,909017.122,directed
53,129,909017.122,directed
1,129,50.82,directed
53,129,909017.122,directed
1,129,50.82,directed
1,129,50.82,directed
53,129,905767.91,directed
53,129,905767.91,directed
1,129,50.82,directed
53,129,3249.212,directed
53,129,3249.212,directed
129,84,25423.869,directed
129,147,23385.678,directed
129,84,25423.869,directed
129,147,23385.678,directed
129,147,23385.678,directed
129,84,25423.869,directed
129,84,25423.869,directed
129,147,23385.678,directed
29,129,86.501,directed
29,129,86.501,directed
29,129,7.569,directed
29,129,7.569,directed
29,129,86.501,directed
29,129,7.569,directed
29,129,86.501,directed
29,129,7.569,directed
125,18,29881.0,directed
129,53,19.463,directed
129,61,79154.269,directed
129,71,140427.599,directed
129,29,165137.831,directed
129,26,2152.806,directed
129,26,2152.806,directed
130,125,11.0,directed
130,125,11.0,directed
87,125,10288.0,directed
125,18,29881.0,directed
29,129,2961.595,directed
76,129,205500.508,directed
29,129,102220.973,directed
76,129,205500.508,directed
29,129,102220.973,directed
113,129,10968.389,directed
29,129,2961.595,directed
129,15,357.9,directed
129,15,357.9,directed
129,15,357.9,directed
129,15,357.9,directed
130,125,11.0,directed
130,125,11.0,directed
130,125,11.0,directed
130,125,11.0,directed
130,125,11.0,directed
87,125,10288.0,directed
87,125,10288.0,directed
87,125,10288.0,directed
87,125,10288.0,directed
133,127,1231.041,directed
133,46,573.597,directed
133,31,2956.763,directed
133,139,1432.285,directed
133,32,12778.313,directed
133,99,9384.429,directed
133,153,466.173,directed
100,47,53.561,directed
100,84,415.799,directed
20,109,24561.0,directed
26,109,27900.0,directed
29,109,1762.0,directed
33,109,192.0,directed
130,125,11.0,directed
133,31,2956.763,directed
133,32,8558.857,directed
133,99,8419.455,directed
133,153,466.173,directed
133,137,17882.799,directed
133,137,17882.799,directed
133,153,466.173,directed
133,99,8419.455,directed
133,32,8558.857,directed
71,114,429252.829,directed
69,114,2124.693,directed
69,114,19881.286,directed
69,114,19881.286,directed
87,125,10288.0,directed
87,125,10288.0,directed
53,125,395.0,directed
53,125,395.0,directed
53,125,508.0,directed
116,125,35.0,directed
53,125,113.0,directed
116,125,35.0,directed
53,125,113.0,directed
133,95,35.067,directed
133,95,35.067,directed
133,95,35.067,directed
133,95,35.067,directed
87,125,10288.0,directed
116,125,35.0,directed
116,125,35.0,directed
116,125,35.0,directed
53,125,113.0,directed
53,125,113.0,directed
133,81,31365.439,directed
133,81,31365.439,directed
133,81,31365.439,directed
133,81,31365.439,directed
133,100,172532.026,directed
133,89,849.094,directed
133,5,5523.721,directed
133,31,2956.763,directed
133,153,466.173,directed
125,18,29881.0,directed
53,125,508.0,directed
53,125,508.0,directed
53,125,508.0,directed
53,125,395.0,directed
53,125,395.0,directed
116,125,35.0,directed
116,125,35.0,directed
116,125,35.0,directed
133,152,21596.245,directed
133,152,21596.245,directed
133,81,31365.439,directed
133,81,31365.439,directed
133,81,31365.439,directed
133,81,31365.439,directed
133,152,38074.022,directed
133,152,38074.022,directed
133,5,5523.721,directed
133,89,849.094,directed
133,100,172532.026,directed
133,19,31804.132,directed
133,137,17882.799,directed
133,89,849.094,directed
133,99,8419.455,directed
133,32,8558.857,directed
133,153,466.173,directed
133,31,2956.763,directed
133,19,31804.132,directed
133,137,17882.799,directed
133,153,466.173,directed
133,99,9384.429,directed
133,32,12778.313,directed
133,139,1432.285,directed
133,31,2956.763,directed
133,46,573.597,directed
133,127,1231.041,directed
133,95,35.067,directed
133,95,35.067,directed
133,95,35.067,directed
133,95,35.067,directed
133,64,8143.415,directed
133,119,868.173,directed
133,64,8143.415,directed
133,119,868.173,directed
133,26,1027.845,directed
133,64,8143.415,directed
133,89,849.094,directed
133,137,17882.799,directed
133,19,31804.132,directed
133,31,2956.763,directed
133,68,29.756,directed
133,64,8143.415,directed
133,46,573.597,directed
133,119,868.173,directed
125,18,29881.0,directed
133,137,17882.799,directed
133,99,964.974,directed
133,46,573.597,directed
133,32,4219.456,directed
133,139,1432.285,directed
133,99,964.974,directed
133,46,573.597,directed
133,32,4219.456,directed
133,139,1432.285,directed
133,127,1231.041,directed
133,127,1231.041,directed
133,32,4219.456,directed
133,139,1432.285,directed
133,74,96.476,directed
133,68,29.756,directed
133,64,8143.415,directed
133,26,1027.845,directed
133,74,96.476,directed
133,54,4289.374,directed
133,5,7331.285,directed
133,89,849.094,directed
133,100,175863.201,directed
133,152,21596.245,directed
133,152,21596.245,directed
133,31,2956.763,directed
133,19,31804.132,directed
133,68,29.756,directed
133,68,29.756,directed
133,64,8143.415,directed
133,26,1027.845,directed
133,74,96.476,directed
133,54,4289.374,directed
133,5,7331.285,directed
133,89,849.094,directed
133,100,175863.201,directed
133,19,31804.132,directed
133,32,12778.313,directed
133,99,9384.429,directed
133,139,1432.285,directed
133,153,466.173,directed
133,74,96.476,directed
133,119,868.173,directed
133,46,573.597,directed
133,127,1231.041,directed
133,100,3331.175,directed
133,5,1807.564,directed
133,5,1807.564,directed
133,100,3331.175,directed
133,127,1231.041,directed
133,26,1027.845,directed
133,54,4289.374,directed
133,152,16477.777,directed
133,32,8558.857,directed
133,99,8419.455,directed
133,89,849.094,directed
133,137,17882.799,directed
133,19,31804.132,directed
133,64,8143.415,directed
133,100,3331.175,directed
133,5,1807.564,directed
133,64,8143.415,directed
133,100,3331.175,directed
133,5,1807.564,directed
100,133,4730.669,directed
53,133,18351.573,directed
29,133,1237.436,directed
46,133,140.432,directed
116,133,92.357,directed
128,133,0.596,directed
90,133,219.455,directed
104,133,9.973,directed
20,133,684.11,directed
39,133,146.34,directed
135,133,206.772,directed
133,74,96.476,directed
133,153,466.173,directed
133,139,1432.285,directed
133,99,9384.429,directed
133,32,12778.313,directed
133,89,849.094,directed
133,137,17882.799,directed
133,19,31804.132,directed
133,31,2956.763,directed
133,68,29.756,directed
133,26,1027.845,directed
133,54,4289.374,directed
133,5,7331.285,directed
133,100,175863.201,directed
100,133,4730.669,directed
53,133,18351.573,directed
29,133,1237.436,directed
104,133,9.973,directed
128,133,0.596,directed
100,133,4730.669,directed
90,133,219.455,directed
39,133,146.34,directed
20,133,684.11,directed
135,133,206.772,directed
147,133,2722.403,directed
53,133,18849.778,directed
133,54,4289.374,directed
133,152,16477.777,directed
133,74,96.476,directed
133,68,29.756,directed
133,46,573.597,directed
133,99,964.974,directed
133,32,4219.456,directed
133,139,1432.285,directed
133,74,96.476,directed
133,68,29.756,directed
133,68,29.756,directed
133,26,1027.845,directed
133,54,4289.374,directed
133,152,16477.777,directed
133,74,96.476,directed
133,99,964.974,directed
133,46,573.597,directed
39,133,146.34,directed
20,133,684.11,directed
135,133,206.772,directed
147,133,2722.403,directed
53,133,18849.778,directed
29,133,2142.302,directed
133,19,31804.132,directed
76,133,469.37,directed
38,133,1.084,directed
38,133,1.084,directed
76,133,469.37,directed
46,133,140.432,directed
116,133,92.357,directed
128,133,0.596,directed
104,133,9.973,directed
90,133,219.455,directed
20,133,684.11,directed
39,133,146.34,directed
135,133,206.772,directed
147,133,2722.403,directed
53,133,498.205,directed
29,133,904.866,directed
139,133,188.615,directed
139,133,188.615,directed
46,133,140.432,directed
116,133,92.357,directed
138,135,11242.599,directed
29,135,603317.452,directed
38,135,2707.248,directed
76,135,113.436,directed
147,135,1249.59,directed
53,135,277.475,directed
138,135,11242.599,directed
101,135,14247.52,directed
29,135,1597.964,directed
96,135,288.093,directed
29,135,619342.437,directed
101,135,21702.672,directed
101,135,237.566,directed
29,135,1468.211,directed
128,135,248932.062,directed
135,69,10193.909,directed
135,112,2500.12,directed
135,98,4152.072,directed
135,150,936.13,directed
135,4,46032.968,directed
135,112,2500.12,directed
135,150,936.13,directed
135,112,2500.12,directed
135,69,10193.909,directed
135,140,418606.345,directed
135,114,8336.927,directed
147,133,2722.403,directed
53,133,498.205,directed
29,133,904.866,directed
53,135,699.483,directed
26,135,4737.351,directed
29,135,1851.067,directed
