Source,Target,Weight,Type
53,56,1538.645,directed
53,142,26080.199,directed
53,129,1146.145,directed
53,35,1598.115,directed
53,56,20919.304,directed
53,130,176963.666,directed
29,53,17.3,directed
29,53,14.056,directed
29,53,802.301,directed
135,53,4312.099,directed
71,53,231641956.231,directed
8,53,859.609,directed
9,53,243.285,directed
29,53,37.844,directed
29,53,75.689,directed
135,53,4757.582,directed
29,53,75.689,directed
114,53,542.797,directed
29,53,564021.069,directed
117,53,252436.216,directed
71,53,285446.266,directed
15,53,114021.939,directed
29,53,279369.536,directed
71,53,4384.544,directed
29,53,30588.008,directed
101,53,24159.866,directed
39,53,1133757.724,directed
71,53,1140557.822,directed
39,53,6193593.157,directed
129,53,11290.607,directed
101,53,2659820.247,directed
71,53,20711.7,directed
15,53,3226821.293,directed
85,53,73186.748,directed
90,53,52045.784,directed
62,53,88151.506,directed
29,53,90716.275,directed
68,53,4021.238,directed
62,53,88151.506,directed
26,53,138492.129,directed
140,53,44268.219,directed
147,53,70865.264,directed
145,53,389315.092,directed
117,53,252436.216,directed
90,53,9731.418,directed
29,53,19454.185,directed
29,53,30064.674,directed
26,53,138492.129,directed
71,53,512.521,directed
29,53,1000.173,directed
49,53,24801.058,directed
53,38,73340.288,directed
53,84,9770.343,directed
53,67,58925.896,directed
53,113,32994.912,directed
53,101,675.793,directed
53,61,382783.148,directed
53,84,48275.4,directed
29,53,1792.743,directed
63,53,90.827,directed
8,53,859.609,directed
29,53,17.3,directed
29,53,285260.287,directed
80,53,952.598,directed
15,53,164841.564,directed
15,53,3393423.161,directed
71,53,1.081,directed
147,53,116.777,directed
8,53,672.549,directed
114,53,542.797,directed
49,53,1892.22,directed
61,53,32934.361,directed
61,53,32934.361,directed
29,53,26239.146,directed
52,53,533.065,directed
49,53,24801.058,directed
135,53,18550.244,directed
69,53,48645.194,directed
90,53,8420244.22,directed
90,53,78637.423,directed
76,53,108959.439,directed
9,53,6511704.547,directed
68,53,808784.603,directed
29,53,60358388.765,directed
128,53,4104.496,directed
15,53,9515.164,directed
117,53,252436.216,directed
29,53,688.768,directed
90,53,42314.366,directed
101,53,2659820.247,directed
85,53,73186.748,directed
129,53,11290.607,directed
9,53,1120691.674,directed
64,53,179759.827,directed
69,53,48645.194,directed
29,53,19454.185,directed
29,53,843390.605,directed
130,53,1754.899,directed
29,53,1856821.513,directed
71,53,188486.746,directed
71,53,1087869.765,directed
29,53,7391.552,directed
71,53,4384.544,directed
29,53,688.768,directed
29,53,717.962,directed
26,53,23952.262,directed
90,53,327.624,directed
15,53,65933.598,directed
71,53,9857.926,directed
53,20,172208.247,directed
53,65,11526.323,directed
53,84,9770.343,directed
53,61,382783.148,directed
53,112,127067.444,directed
53,96,9471.913,directed
53,71,108592478.974,directed
53,29,182449180.825,directed
53,71,108361316.719,directed
53,76,28600665.462,directed
53,29,29518.633,directed
53,113,32994.912,directed
53,56,9547.602,directed
53,116,25267.085,directed
53,62,26281.315,directed
53,135,98942.566,directed
53,73,3303.276,directed
53,138,99417.243,directed
53,84,28061.083,directed
53,9,62109358.405,directed
53,63,1825.181,directed
53,67,6329.747,directed
53,85,65385.395,directed
53,101,360493.877,directed
53,130,176949.61,directed
53,29,29518.633,directed
53,123,17905.808,directed
53,22,1001.255,directed
53,142,26080.199,directed
53,56,20919.304,directed
53,37,289.78,directed
53,35,1598.115,directed
54,53,169.927,directed
54,53,169.927,directed
54,53,169.927,directed
54,53,169.927,directed
68,53,913.672,directed
63,53,90.827,directed
113,53,494.14,directed
138,53,1484673.723,directed
53,116,39592.813,directed
53,113,129213.763,directed
53,76,28707300.173,directed
53,112,127067.444,directed
53,78,3395.183,directed
53,112,127067.444,directed
53,85,2923.75,directed
53,9,149966.551,directed
53,62,26281.315,directed
53,135,98942.566,directed
53,45,503.871,directed
53,56,9547.602,directed
53,49,895007.125,directed
53,64,13589.384,directed
53,49,1215628.14,directed
53,73,3303.276,directed
53,49,3416.809,directed
53,130,176949.61,directed
53,61,382783.148,directed
53,61,382783.148,directed
53,145,16.219,directed
53,28,23598.688,directed
53,37,289.78,directed
53,22,1001.255,directed
53,145,16.219,directed
53,56,1538.645,directed
15,53,1760.305,directed
49,53,112.452,directed
138,53,244.367,directed
15,53,6703.865,directed
29,53,30.276,directed
29,53,30.276,directed
8,53,187.059,directed
68,53,962110.656,directed
49,53,13726401.294,directed
68,53,1961659.156,directed
29,53,119161223.405,directed
135,53,4757.582,directed
135,53,4757.582,directed
9,53,243.285,directed
29,53,37.844,directed
69,53,285547.905,directed
71,53,188486.746,directed
71,53,1263972.741,directed
71,53,228469860.106,directed
26,53,114264.143,directed
71,53,285446.266,directed
29,53,19454.185,directed
29,53,90716.275,directed
69,53,2941589.118,directed
90,53,30299.309,directed
49,53,46436.162,directed
29,53,93528.654,directed
15,53,34600.596,directed
130,53,1754.899,directed
113,53,3478210.84,directed
71,53,891673.574,directed
9,53,10143.381,directed
147,53,58213.34,directed
147,53,20156084.048,directed
15,53,3160887.695,directed
49,53,11480762.073,directed
147,53,20214297.388,directed
15,53,3226821.293,directed
85,53,73186.748,directed
90,53,8420244.22,directed
76,53,116.777,directed
76,53,116.777,directed
114,53,542.797,directed
135,53,18550.244,directed
128,53,69156124.404,directed
64,53,179759.827,directed
71,53,160139.126,directed
39,53,955780.909,directed
140,53,44268.219,directed
29,53,93528.654,directed
128,53,1150.47,directed
39,53,1368.886,directed
64,53,179759.827,directed
145,53,390209.301,directed
9,53,6511704.547,directed
90,53,20496.528,directed
69,53,46360772.863,directed
29,53,14130.018,directed
71,53,4384.544,directed
128,53,1150.47,directed
64,53,179759.827,directed
128,53,69218890.966,directed
69,53,46419742.009,directed
39,53,7687993.972,directed
29,53,688.768,directed
128,53,69156124.404,directed
49,53,13653159.402,directed
142,53,15911.949,directed
90,53,42314.366,directed
71,53,2415289.186,directed
135,53,27612.357,directed
29,53,90716.275,directed
145,53,894.209,directed
76,53,9954584.936,directed
38,53,93239.956,directed
29,53,3202.718,directed
29,53,3202.718,directed
26,53,275.723,directed
49,53,1892.22,directed
53,101,360493.877,directed
53,114,104335.934,directed
53,150,39412.241,directed
53,65,11526.323,directed
53,123,17905.808,directed
53,135,208160.428,directed
53,73,3303.276,directed
53,49,7086.635,directed
53,71,108361316.719,directed
53,45,503.871,directed
53,64,13589.384,directed
53,147,13917.008,directed
53,49,895007.125,directed
53,29,182040990.027,directed
53,61,382783.148,directed
53,96,9471.913,directed
53,29,182070508.66,directed
53,101,961633.816,directed
53,15,4398169.32,directed
53,101,360493.877,directed
53,114,104335.934,directed
53,39,386922.244,directed
53,67,6329.747,directed
53,62,9191.865,directed
53,29,182419662.191,directed
53,90,6954528.379,directed
53,68,16103068.647,directed
53,8,1609059.621,directed
53,140,6936.338,directed
53,73,3303.276,directed
71,53,3427455.01,directed
76,53,32444.546,directed
38,53,86426.882,directed
113,53,1233379.327,directed
76,53,32444.546,directed
49,53,46436.162,directed
29,53,30064.674,directed
76,53,2704.253,directed
145,53,390209.301,directed
142,53,15911.949,directed
76,53,9780091.968,directed
71,53,270871.846,directed
113,53,230154.513,directed
90,53,8682448.616,directed
85,53,73186.748,directed
128,53,69218890.966,directed
128,53,314.649,directed
52,53,533.065,directed
53,113,10927.301,directed
53,135,98942.566,directed
53,138,99417.243,directed
53,56,9547.602,directed
53,62,9191.865,directed
53,147,9172910.981,directed
53,37,289.78,directed
53,130,176963.666,directed
53,37,289.78,directed
53,111,406.557,directed
53,28,23598.688,directed
53,145,16.219,directed
53,37,289.78,directed
53,28,23598.688,directed
53,35,1598.115,directed
29,53,32.438,directed
98,53,108.127,directed
63,53,90.827,directed
29,53,32.438,directed
80,53,952.598,directed
147,53,23639943.436,directed
147,53,23639943.436,directed
53,9,12947506.2,directed
53,20,172208.247,directed
53,128,70375023.381,directed
53,68,16103068.647,directed
53,96,9471.913,directed
53,150,39412.241,directed
53,140,6936.338,directed
53,76,28707300.173,directed
53,138,82748.406,directed
53,135,98942.566,directed
53,85,68309.145,directed
53,114,119080.113,directed
53,63,1825.181,directed
53,49,3416.809,directed
53,73,3303.276,directed
53,85,65385.395,directed
53,113,10927.301,directed
53,101,360493.877,directed
53,147,470534.584,directed
53,147,9643445.565,directed
53,62,35473.18,directed
53,113,129213.763,directed
53,49,1215628.14,directed
53,101,961633.816,directed
53,15,4398169.32,directed
53,71,108592478.974,directed
71,53,1.081,directed
69,53,449.808,directed
147,53,9729.255,directed
69,53,294.105,directed
15,53,114021.939,directed
76,53,27294.464,directed
142,53,15911.949,directed
71,53,129202.95,directed
71,53,1087869.765,directed
147,53,3184721.018,directed
147,53,158207.981,directed
112,53,1269.409,directed
135,53,18550.244,directed
140,53,44268.219,directed
9,53,7642539.602,directed
128,53,57196.947,directed
29,53,14130.018,directed
29,53,843390.605,directed
80,53,969.898,directed
52,53,533.065,directed
76,53,1694.348,directed
61,53,32934.361,directed
29,53,26239.146,directed
53,38,73340.288,directed
53,67,58925.896,directed
53,142,26080.199,directed
38,53,86426.882,directed
138,53,2984.301,directed
113,53,1003224.814,directed
76,53,32444.546,directed
138,53,2984.301,directed
38,53,86426.882,directed
101,53,2659820.247,directed
113,53,230154.513,directed
138,53,1484429.356,directed
90,53,80397.728,directed
76,53,27294.464,directed
128,53,69156124.404,directed
90,53,30299.309,directed
29,53,26239.146,directed
53,45,503.871,directed
53,38,1347136.355,directed
53,67,5792058.648,directed
53,64,13589.384,directed
53,114,119080.113,directed
53,138,342577.256,directed
53,39,452248.169,directed
53,129,1146.145,directed
53,56,20919.304,directed
53,56,20919.304,directed
53,37,289.78,directed
53,129,1146.145,directed
53,111,406.557,directed
53,28,23598.688,directed
53,69,49800891.691,directed
80,53,952.598,directed
98,53,108.127,directed
15,53,6703.865,directed
80,53,1922.496,directed
29,53,14.056,directed
29,53,56032093.533,directed
15,53,1760.305,directed
29,53,61188185.661,directed
29,53,63045007.174,directed
113,53,4712084.307,directed
8,53,859.609,directed
80,53,1922.496,directed
63,53,90.827,directed
135,53,27619.926,directed
63,53,90.827,directed
8,53,672.549,directed
29,53,37.844,directed
71,53,1140557.822,directed
71,53,1140557.822,directed
147,53,70865.264,directed
138,53,1481445.055,directed
68,53,808784.603,directed
29,53,6823.886,directed
69,53,48645.194,directed
29,53,279369.536,directed
112,53,1269.409,directed
71,53,4384.544,directed
76,53,1279.141,directed
140,53,44452.034,directed
76,53,9922140.389,directed
90,53,8630402.832,directed
49,53,11478869.853,directed
71,53,110732.719,directed
113,53,1233379.327,directed
39,53,6554236.249,directed
76,53,32444.546,directed
68,53,999548.5,directed
29,53,93528.654,directed
62,53,88151.506,directed
138,53,1484429.356,directed
71,53,318961.268,directed
71,53,497135.955,directed
76,53,2704.253,directed
112,53,31525.468,directed
112,53,30256.059,directed
71,53,1263972.741,directed
147,53,158207.981,directed
68,53,1808333.103,directed
147,53,23340805.066,directed
90,53,42314.366,directed
29,53,7391.552,directed
29,53,22959.658,directed
29,53,717.962,directed
15,53,65933.598,directed
49,53,24801.058,directed
71,53,648.761,directed
9,53,3025.39,directed
49,53,24801.058,directed
9,53,3025.39,directed
53,130,14.056,directed
53,22,1001.255,directed
53,129,1146.145,directed
84,53,1467.282,directed
15,53,1760.305,directed
101,53,360.062,directed
138,53,244.367,directed
29,53,4.325,directed
80,53,1922.496,directed
84,53,1467.282,directed
101,53,98773.888,directed
80,53,1922.496,directed
98,53,108.127,directed
29,53,117304401.892,directed
69,53,294.105,directed
8,53,672.549,directed
147,53,9729.255,directed
29,53,75.689,directed
53,147,470534.584,directed
53,67,5792058.648,directed
53,26,393727.749,directed
53,61,382783.148,directed
53,84,48275.4,directed
29,53,564021.069,directed
147,53,70865.264,directed
117,53,252436.216,directed
90,53,20496.528,directed
71,53,160139.126,directed
147,53,3184721.018,directed
90,53,80397.728,directed
76,53,1279.141,directed
112,53,31525.468,directed
142,53,15911.949,directed
128,53,69218890.966,directed
71,53,62246.472,directed
129,53,11290.607,directed
71,53,270871.846,directed
53,147,13917.008,directed
53,71,231162.256,directed
53,76,28600665.462,directed
53,85,2923.75,directed
53,8,1609059.621,directed
53,84,48275.4,directed
53,101,961633.816,directed
53,73,3303.276,directed
53,56,9833.057,directed
53,15,73317.581,directed
53,39,65325.925,directed
53,38,1347136.355,directed
53,68,16103068.647,directed
53,65,11526.323,directed
53,90,6954528.379,directed
53,67,5857314.291,directed
53,128,70433383.774,directed
53,85,68309.145,directed
53,101,278629.948,directed
53,101,321834.198,directed
53,64,13589.384,directed
53,9,62109358.405,directed
53,29,182449180.825,directed
53,15,4324851.739,directed
53,85,65385.395,directed
71,53,129202.95,directed
147,53,70865.264,directed
69,53,9442.719,directed
129,53,11290.607,directed
76,53,9954584.936,directed
80,53,969.898,directed
61,53,32934.361,directed
29,53,26239.146,directed
53,135,101970.118,directed
53,29,29518.633,directed
53,64,13589.384,directed
53,90,6954528.379,directed
53,147,9657362.573,directed
53,113,129213.763,directed
53,112,127067.444,directed
53,8,1609059.621,directed
53,128,58360.392,directed
53,69,49731009.3,directed
53,84,10443.974,directed
53,39,386922.244,directed
53,65,11526.323,directed
53,67,5857314.291,directed
49,53,11478869.853,directed
71,53,64624.182,directed
71,53,64624.182,directed
62,53,88151.506,directed
85,53,73186.748,directed
69,53,43143528.366,directed
38,53,93239.956,directed
76,53,32444.546,directed
90,53,78637.423,directed
112,53,30256.059,directed
53,69,45883.634,directed
53,38,73340.288,directed
53,80,2278.233,directed
53,84,28061.083,directed
53,135,7247.744,directed
53,76,28707300.173,directed
53,114,104335.934,directed
53,84,10443.974,directed
53,114,14744.179,directed
53,20,172208.247,directed
53,90,6954528.379,directed
53,135,101970.118,directed
53,49,895007.125,directed
53,62,9191.865,directed
53,84,10443.974,directed
53,67,6329.747,directed
53,9,149966.551,directed
53,63,1825.181,directed
53,22,1001.255,directed
53,56,1538.645,directed
53,35,1598.115,directed
53,37,289.78,directed
53,129,1146.145,directed
53,111,406.557,directed
53,128,58360.392,directed
53,138,82748.406,directed
53,29,29518.633,directed
53,9,62109358.405,directed
53,147,470534.584,directed
53,76,106634.711,directed
53,26,393727.749,directed
53,20,172208.247,directed
53,101,278629.948,directed
53,123,17905.808,directed
53,39,452248.169,directed
53,49,1215628.14,directed
53,56,1538.645,directed
53,142,26080.199,directed
53,22,1001.255,directed
53,111,406.557,directed
26,53,114264.143,directed
49,53,46436.162,directed
68,53,148391.143,directed
71,53,228718744.354,directed
39,53,176607.929,directed
76,53,108959.439,directed
147,53,67942.595,directed
128,53,4104.496,directed
71,53,9857.926,directed
15,53,65933.598,directed
71,53,648.761,directed
52,53,533.065,directed
53,38,73340.288,directed
53,69,45883.634,directed
53,67,58925.896,directed
53,116,25267.085,directed
53,69,45883.634,directed
53,101,675.793,directed
53,145,16.219,directed
53,145,16.219,directed
29,53,611.998,directed
29,53,611.998,directed
29,53,30.276,directed
135,53,7.569,directed
15,53,6703.865,directed
147,53,99.477,directed
138,53,244.367,directed
71,53,38.926,directed
71,53,38.926,directed
15,53,3393423.161,directed
101,53,2782754.002,directed
38,53,6813.074,directed
53,9,49011885.654,directed
53,147,9172910.981,directed
29,53,30588.008,directed
76,53,9780091.968,directed
128,53,57196.947,directed
128,53,69156124.404,directed
49,53,1879701.157,directed
76,53,9780091.968,directed
145,53,894.209,directed
76,53,2704.253,directed
15,53,34600.596,directed
39,53,1368.886,directed
69,53,285842.01,directed
39,53,1133757.724,directed
71,53,648.761,directed
61,53,32934.361,directed
53,29,378672.165,directed
53,69,45883.634,directed
53,116,25267.085,directed
53,116,14325.728,directed
53,135,101970.118,directed
53,84,28061.083,directed
53,112,127067.444,directed
53,101,675.793,directed
53,147,9657362.573,directed
53,138,342577.256,directed
53,68,16103068.647,directed
53,29,182419662.191,directed
53,142,24625.893,directed
53,9,12947506.2,directed
53,67,5792058.648,directed
53,69,49731009.3,directed
53,65,11526.323,directed
53,138,21561.578,directed
53,96,9471.913,directed
53,101,321834.198,directed
53,130,176949.61,directed
53,56,9547.602,directed
53,73,3303.276,directed
53,73,3303.276,directed
53,37,289.78,directed
53,22,1001.255,directed
53,69,23998.757,directed
53,69,23998.757,directed
53,35,1598.115,directed
62,53,88151.506,directed
39,53,7687993.972,directed
29,53,26162.376,directed
26,53,23952.262,directed
138,53,2984.301,directed
71,53,110732.719,directed
84,53,1467.282,directed
29,53,30.276,directed
68,53,913.672,directed
101,53,360.062,directed
84,53,1467.282,directed
71,53,236209969.063,directed
113,53,4712084.307,directed
98,53,108.127,directed
147,53,116.777,directed
69,53,449.808,directed
39,53,6193593.157,directed
29,53,117713258.751,directed
29,53,93528.654,directed
140,53,44452.034,directed
90,53,8682448.616,directed
129,53,11290.607,directed
38,53,93239.956,directed
29,53,26162.376,directed
29,53,5959.953,directed
71,53,512.521,directed
135,53,4304.53,directed
147,53,1906.277,directed
15,53,65933.598,directed
29,53,410.882,directed
52,53,533.065,directed
49,53,1892.22,directed
26,53,275.723,directed
52,53,533.065,directed
53,135,7247.744,directed
53,140,6936.338,directed
53,49,7086.635,directed
53,39,65325.925,directed
53,9,149966.551,directed
53,49,310117.572,directed
53,8,1609059.621,directed
53,147,9643445.565,directed
53,49,1215628.14,directed
53,80,2278.233,directed
53,128,70433383.774,directed
69,53,285547.905,directed
101,53,98413.826,directed
49,53,294588.392,directed
29,53,55467460.466,directed
112,53,30256.059,directed
138,53,1481445.055,directed
26,53,114264.143,directed
71,53,227578186.532,directed
29,53,19454.185,directed
29,53,1856821.513,directed
71,53,129202.95,directed
29,53,284648.289,directed
76,53,2704.253,directed
64,53,179759.827,directed
26,53,138216.405,directed
22,56,1189.395,directed
101,56,522.253,directed
22,56,1189.395,directed
147,56,674.712,directed
114,53,542.797,directed
8,53,672.549,directed
76,53,116.777,directed
38,53,86426.882,directed
71,53,2415289.186,directed
71,53,497135.955,directed
71,53,20711.7,directed
69,53,43143528.366,directed
71,53,3427455.01,directed
101,53,2659820.247,directed
39,53,955780.909,directed
68,53,4021.238,directed
53,49,310117.572,directed
53,15,73317.581,directed
53,9,12947506.2,directed
53,65,11526.323,directed
53,150,39412.241,directed
53,20,172208.247,directed
53,39,452248.169,directed
53,56,15597.3,directed
69,53,294.105,directed
9,53,243.285,directed
53,78,3395.183,directed
53,114,14744.179,directed
53,45,503.871,directed
53,15,4324851.739,directed
53,113,85291.55,directed
53,138,21561.578,directed
53,112,127067.444,directed
53,45,503.871,directed
53,26,393727.749,directed
53,128,70375023.381,directed
53,150,39412.241,directed
53,138,21561.578,directed
53,101,278629.948,directed
53,15,4324851.739,directed
53,135,101970.118,directed
53,62,9191.865,directed
53,150,39412.241,directed
53,140,6936.338,directed
53,114,119080.113,directed
53,85,68309.145,directed
53,135,208160.428,directed
15,56,64876.117,directed
29,56,1039.099,directed
53,56,1616.497,directed
76,15,1910956.0,directed
76,62,730.0,directed
76,68,4118603.0,directed
76,38,2581626.0,directed
76,138,100550.0,directed
76,9,758357.0,directed
76,39,1800.0,directed
76,49,1212.0,directed
76,67,2263359.0,directed
76,93,16919.0,directed
76,20,98879.0,directed
76,113,10999.0,directed
76,101,408779.0,directed
76,69,7999845.0,directed
76,147,108248.0,directed
76,117,254581.0,directed
76,53,9701763.0,directed
76,26,58041.0,directed
76,8,8847.0,directed
76,61,287361.0,directed
76,112,802104.0,directed
76,128,97100684.0,directed
76,90,267703.0,directed
76,64,161233.0,directed
76,71,95589873.0,directed
76,29,399288000.0,directed
76,150,403872.0,directed
76,65,750.0,directed
128,76,343330446.0,directed
15,76,333677.0,directed
90,76,26609514.0,directed
113,76,19436.0,directed
138,76,388733.0,directed
9,76,309037.0,directed
38,76,150720702.0,directed
39,76,137158.0,directed
112,76,4442.0,directed
49,76,3191333.0,directed
114,76,48921.0,directed
62,76,874.0,directed
68,76,655535.0,directed
117,76,29402.0,directed
146,76,6210.0,directed
22,76,61329.0,directed
80,76,2720.0,directed
145,76,561653.0,directed
123,76,32.0,directed
77,76,1790.0,directed
142,76,479.0,directed
61,76,1139810.0,directed
8,76,15099.0,directed
26,76,169741.0,directed
101,76,1292159.0,directed
135,76,45050.0,directed
140,76,34549.0,directed
147,76,565734.0,directed
150,76,553795.0,directed
64,76,15.0,directed
69,76,20203974.0,directed
53,76,31513256.0,directed
71,76,735426151.0,directed
29,76,797984045.0,directed
72,76,22.0,directed
138,63,6759.124,directed
113,63,454.753,directed
29,63,4354.182,directed
53,63,6556.555,directed
101,63,860.877,directed
67,63,67965.062,directed
39,63,919.358,directed
142,63,287.423,directed
101,56,522.253,directed
147,56,674.712,directed
123,77,195.331,directed
147,77,5547.406,directed
53,77,1422.662,directed
74,132,929.738,directed
74,134,1212.897,directed
74,132,929.738,directed
74,134,1212.897,directed
39,74,93.262,directed
116,74,1681.956,directed
147,74,115.811,directed
29,74,76.594,directed
53,74,24.429,directed
133,89,1471.97,directed
133,89,1471.97,directed
146,89,779.96,directed
146,89,779.96,directed
133,89,1843.79,directed
133,89,1846.07,directed
146,89,779.96,directed
133,89,3315.76,directed
146,89,779.96,directed
133,89,3318.04,directed
133,89,2.28,directed
133,89,2.28,directed
29,62,86665.0,directed
29,62,31184.0,directed
29,62,86665.0,directed
29,62,31184.0,directed
29,62,117849.0,directed
29,62,117849.0,directed
62,68,6810.0,directed
62,69,365.0,directed
62,69,365.0,directed
62,68,6810.0,directed
62,68,6810.0,directed
62,69,365.0,directed
62,68,6810.0,directed
62,69,365.0,directed
62,53,8141.0,directed
62,130,1695.0,directed
62,71,44500.0,directed
62,76,6962.0,directed
62,71,44500.0,directed
62,76,6962.0,directed
62,53,8141.0,directed
62,130,1695.0,directed
62,147,1658.0,directed
62,147,1658.0,directed
62,29,212806.0,directed
62,29,212806.0,directed
62,71,100336.0,directed
62,71,100336.0,directed
62,37,20.0,directed
62,114,315.0,directed
62,84,16.0,directed
62,15,76.0,directed
62,56,31.0,directed
62,135,21.0,directed
62,35,76.0,directed
62,113,162.0,directed
62,9,5805.0,directed
62,38,2379.0,directed
62,116,6305.0,directed
62,116,6305.0,directed
62,38,2379.0,directed
62,9,5805.0,directed
62,113,162.0,directed
62,35,76.0,directed
62,135,21.0,directed
62,56,31.0,directed
62,15,76.0,directed
62,84,16.0,directed
62,114,315.0,directed
62,37,20.0,directed
62,125,34.0,directed
62,147,12.0,directed
62,87,12.0,directed
62,125,34.0,directed
62,147,12.0,directed
62,87,12.0,directed
62,53,8141.0,directed
62,130,1695.0,directed
62,71,144836.0,directed
62,76,6962.0,directed
62,147,1670.0,directed
62,53,8141.0,directed
62,71,144836.0,directed
62,130,1695.0,directed
62,76,6962.0,directed
62,147,1670.0,directed
62,29,212806.0,directed
62,37,20.0,directed
62,114,315.0,directed
62,84,16.0,directed
62,15,76.0,directed
62,56,31.0,directed
62,135,21.0,directed
62,35,76.0,directed
62,113,162.0,directed
62,9,5805.0,directed
62,38,2379.0,directed
62,116,6305.0,directed
62,135,21.0,directed
62,56,31.0,directed
62,15,76.0,directed
62,84,16.0,directed
62,114,315.0,directed
62,29,212806.0,directed
62,37,20.0,directed
62,35,76.0,directed
62,113,162.0,directed
62,9,5805.0,directed
62,38,2379.0,directed
62,116,6305.0,directed
62,125,34.0,directed
62,87,12.0,directed
62,125,34.0,directed
62,87,12.0,directed
71,62,1340866.0,directed
147,62,10464.0,directed
15,62,1442.0,directed
9,62,985.0,directed
113,62,44.0,directed
53,62,273932.0,directed
147,62,10464.0,directed
71,62,1340866.0,directed
9,62,985.0,directed
113,62,44.0,directed
53,62,273932.0,directed
15,62,1442.0,directed
116,62,2262.0,directed
128,62,1160.0,directed
90,62,104.0,directed
38,62,6679.0,directed
101,62,4210.0,directed
76,62,1797.0,directed
150,62,21.0,directed
76,62,1797.0,directed
128,62,1160.0,directed
90,62,104.0,directed
150,62,21.0,directed
116,62,2262.0,directed
38,62,6679.0,directed
101,62,4210.0,directed
112,62,6.0,directed
96,62,30.0,directed
112,62,6.0,directed
96,62,30.0,directed
128,62,1153.0,directed
90,62,104.0,directed
76,62,1797.0,directed
128,62,1153.0,directed
90,62,104.0,directed
76,62,1797.0,directed
116,62,2262.0,directed
38,62,6679.0,directed
101,62,4210.0,directed
116,62,2262.0,directed
38,62,6679.0,directed
101,62,4210.0,directed
112,62,6.0,directed
96,62,30.0,directed
150,62,11.0,directed
112,62,6.0,directed
96,62,30.0,directed
150,62,11.0,directed
147,62,10464.0,directed
71,62,1340771.0,directed
71,62,95.0,directed
147,62,10464.0,directed
103,48,7928.004,directed
29,46,6973.87,directed
147,46,1257.841,directed
78,117,8364.0,directed
78,117,8364.0,directed
138,69,68116.679,directed
113,69,120.021,directed
101,69,2037868.049,directed
135,69,11460.366,directed
90,91,27.948,directed
146,91,12.96,directed
29,91,58.325,directed
140,91,144.053,directed
140,91,144.053,directed
90,91,28.437,directed
146,91,12.96,directed
128,63,1281.573,directed
26,63,709.684,directed
147,63,7355.015,directed
73,117,23939.43,directed
39,73,23097.59,directed
117,73,5581.62,directed
71,73,18578.98,directed
69,39,437237.998,directed
69,101,2116956.361,directed
69,138,75634.74,directed
69,53,472054.848,directed
69,61,18096.112,directed
69,150,54303.473,directed
69,128,26857458.249,directed
69,90,19635486.727,directed
69,112,1209138.366,directed
69,76,18720296.642,directed
69,67,922445.397,directed
69,68,1598099.883,directed
69,71,1167293.27,directed
69,29,6707470.394,directed
69,39,1165406.456,directed
69,93,27733.459,directed
69,147,1876408.694,directed
69,38,18778.392,directed
69,130,605.51,directed
69,101,4281962.138,directed
69,15,396320.631,directed
69,113,43167.487,directed
69,37,4207.216,directed
69,116,13061.725,directed
69,53,42927783.92,directed
69,9,4647307.667,directed
69,135,24050.658,directed
69,131,3275.163,directed
69,146,2054.41,directed
69,72,1133.17,directed
69,56,4361.838,directed
69,35,34.601,directed
69,26,14293.29,directed
69,76,18720296.642,directed
69,61,18096.112,directed
69,90,19635486.727,directed
69,128,26857458.249,directed
69,150,54303.473,directed
69,112,1209138.366,directed
71,62,1340771.0,directed
71,62,95.0,directed
128,62,7.0,directed
128,62,7.0,directed
15,62,1442.0,directed
9,62,985.0,directed
113,62,44.0,directed
53,62,273932.0,directed
113,62,44.0,directed
9,62,985.0,directed
15,62,1442.0,directed
53,62,273932.0,directed
150,62,10.0,directed
150,62,10.0,directed
71,103,11872.624,directed
71,86,28962.654,directed
71,129,1530.344,directed
71,73,18527.842,directed
69,71,1167293.27,directed
69,67,922445.397,directed
69,68,1598099.883,directed
69,29,6707470.394,directed
69,39,1602644.455,directed
69,93,27733.459,directed
69,147,1876408.694,directed
69,101,6398918.499,directed
69,15,396320.631,directed
69,38,18778.392,directed
69,113,43167.487,directed
69,37,4207.216,directed
69,9,4647307.667,directed
69,116,13061.725,directed
69,130,605.51,directed
69,135,24050.658,directed
69,53,43399838.767,directed
69,131,3275.163,directed
69,146,2054.41,directed
69,138,75634.74,directed
69,72,1133.17,directed
69,56,4361.838,directed
69,35,34.601,directed
69,26,14293.29,directed
38,69,8.65,directed
142,69,1726.786,directed
71,135,100732.238,directed
71,138,1660124.506,directed
71,140,4421861.946,directed
71,39,669557.618,directed
71,62,14278.467,directed
71,113,134591.993,directed
71,123,52231.003,directed
71,64,133538.547,directed
71,38,3137205.61,directed
71,8,805914.845,directed
71,20,5957.666,directed
71,26,244563.239,directed
71,114,700726.814,directed
71,150,165725.6,directed
71,67,13899753.357,directed
71,142,37283.455,directed
71,101,6236558.334,directed
71,15,2874975.793,directed
71,68,15272436.515,directed
71,9,96725070.621,directed
71,49,2080876.629,directed
71,84,1141074.461,directed
71,69,9389437.516,directed
71,147,9046099.456,directed
71,116,15018.727,directed
71,53,194775782.33,directed
76,69,8687049.414,directed
84,69,179053.758,directed
68,69,44815.34,directed
90,69,3002977.063,directed
128,69,43435696.879,directed
93,69,509187.775,directed
74,69,72533.662,directed
